Date,Close,Ticker
2018-01-02,85.94999694824219,MSFT
2018-01-03,86.3499984741211,MSFT
2018-01-04,87.11000061035156,MSFT
2018-01-05,88.19000244140625,MSFT
2018-01-08,88.27999877929688,MSFT
2018-01-09,88.22000122070312,MSFT
2018-01-10,87.81999969482422,MSFT
2018-01-11,88.08000183105469,MSFT
2018-01-12,89.5999984741211,MSFT
2018-01-16,88.3499984741211,MSFT
2018-01-17,90.13999938964844,MSFT
2018-01-18,90.0999984741211,MSFT
2018-01-19,90.0,MSFT
2018-01-22,91.61000061035156,MSFT
2018-01-23,91.9000015258789,MSFT
2018-01-24,91.81999969482422,MSFT
2018-01-25,92.33000183105469,MSFT
2018-01-26,94.05999755859375,MSFT
2018-01-29,93.91999816894531,MSFT
2018-01-30,92.73999786376953,MSFT
2018-01-31,95.01000213623047,MSFT
2018-02-01,94.26000213623047,MSFT
2018-02-02,91.77999877929688,MSFT
2018-02-05,88.0,MSFT
2018-02-06,91.33000183105469,MSFT
2018-02-07,89.61000061035156,MSFT
2018-02-08,85.01000213623047,MSFT
2018-02-09,88.18000030517578,MSFT
2018-02-12,89.12999725341797,MSFT
2018-02-13,89.83000183105469,MSFT
2018-02-14,90.80999755859375,MSFT
2018-02-15,92.66000366210938,MSFT
2018-02-16,92.0,MSFT
2018-02-20,92.72000122070312,MSFT
2018-02-21,91.48999786376953,MSFT
2018-02-22,91.7300033569336,MSFT
2018-02-23,94.05999755859375,MSFT
2018-02-26,95.41999816894531,MSFT
2018-02-27,94.19999694824219,MSFT
2018-02-28,93.7699966430664,MSFT
2018-03-01,92.8499984741211,MSFT
2018-03-02,93.05000305175781,MSFT
2018-03-05,93.63999938964844,MSFT
2018-03-06,93.31999969482422,MSFT
2018-03-07,93.86000061035156,MSFT
2018-03-08,94.43000030517578,MSFT
2018-03-09,96.54000091552734,MSFT
2018-03-12,96.7699966430664,MSFT
2018-03-13,94.41000366210938,MSFT
2018-03-14,93.8499984741211,MSFT
2018-03-15,94.18000030517578,MSFT
2018-03-16,94.5999984741211,MSFT
2018-03-19,92.88999938964844,MSFT
2018-03-20,93.12999725341797,MSFT
2018-03-21,92.4800033569336,MSFT
2018-03-22,89.79000091552734,MSFT
2018-03-23,87.18000030517578,MSFT
2018-03-26,93.77999877929688,MSFT
2018-03-27,89.47000122070312,MSFT
2018-03-28,89.38999938964844,MSFT
2018-03-29,91.2699966430664,MSFT
2018-04-02,88.5199966430664,MSFT
2018-04-03,89.70999908447266,MSFT
2018-04-04,92.33000183105469,MSFT
2018-04-05,92.37999725341797,MSFT
2018-04-06,90.2300033569336,MSFT
2018-04-09,90.7699966430664,MSFT
2018-04-10,92.87999725341797,MSFT
2018-04-11,91.86000061035156,MSFT
2018-04-12,93.58000183105469,MSFT
2018-04-13,93.08000183105469,MSFT
2018-04-16,94.16999816894531,MSFT
2018-04-17,96.06999969482422,MSFT
2018-04-18,96.44000244140625,MSFT
2018-04-19,96.11000061035156,MSFT
2018-04-20,95.0,MSFT
2018-04-23,95.3499984741211,MSFT
2018-04-24,93.12000274658203,MSFT
2018-04-25,92.30999755859375,MSFT
2018-04-26,94.26000213623047,MSFT
2018-04-27,95.81999969482422,MSFT
2018-04-30,93.5199966430664,MSFT
2018-05-01,95.0,MSFT
2018-05-02,93.51000213623047,MSFT
2018-05-03,94.06999969482422,MSFT
2018-05-04,95.16000366210938,MSFT
2018-05-07,96.22000122070312,MSFT
2018-05-08,95.80999755859375,MSFT
2018-05-09,96.94000244140625,MSFT
2018-05-10,97.91000366210938,MSFT
2018-05-11,97.69999694824219,MSFT
2018-05-14,98.02999877929688,MSFT
2018-05-15,97.31999969482422,MSFT
2018-05-16,97.1500015258789,MSFT
2018-05-17,96.18000030517578,MSFT
2018-05-18,96.36000061035156,MSFT
